TempProTimeB,TP_B_meanCAL_1,TP_B_meanCAL_2,TP_B_meanCAL_3,TP_B_meanCAL_4,TP_B_meanCAL_5,TP_B_meanCAL_6
06/01/2016 14:00,12.26142,12.87733,13.23233,13.72733,14.4465,15.98092
06/01/2016 14:10,12.26142,12.8206633333333,13.23233,13.75733,14.5365,16.01092
06/01/2016 14:20,12.26142,12.87733,13.23233,13.75733,14.5665,16.07092
06/01/2016 14:30,12.26142,12.87733,13.23233,13.75733,14.6265,16.10092
06/01/2016 14:40,12.26142,12.87733,13.23233,13.75733,14.6531666666667,16.18092
06/01/2016 14:50,12.26142,12.87733,13.23233,13.8106633333333,14.7065,16.18092
06/01/2016 15:00,12.26142,12.87733,13.23233,13.83733,14.7065,16.21092
06/01/2016 15:10,12.26142,12.87733,13.26233,13.83733,14.7665,16.27092
06/01/2016 15:20,12.26142,12.8506633333333,13.29233,13.83733,14.7965,16.2975866666667
06/01/2016 15:30,12.26142,12.87733,13.29233,13.86733,14.8565,16.35092
06/01/2016 15:40,12.26142,12.87733,13.29233,13.89733,14.8865,16.44092
06/01/2016 15:50,12.23142,12.87733,13.29233,13.92733,14.8865,16.50092
06/01/2016 16:00,12.23142,12.87733,13.29233,13.92733,14.9665,16.53092
06/01/2016 16:10,12.23142,12.87733,13.32233,13.92733,14.9665,16.5842533333333
06/01/2016 16:20,12.23142,12.8506633333333,13.32233,13.98733,15.0565,16.61092
06/01/2016 16:30,12.23142,12.87733,13.32233,14.01733,15.0565,16.61092
06/01/2016 16:40,12.23142,12.87733,13.32233,14.01733,15.0831666666667,16.61092
06/01/2016 16:50,12.20142,12.87733,13.32233,14.01733,15.1365,16.64092
06/01/2016 17:00,12.20142,12.87733,13.38233,14.0706633333333,15.1365,16.64092
06/01/2016 17:10,12.20142,12.87733,13.38233,14.09733,15.1665,16.67092
06/01/2016 17:20,12.20142,12.87733,13.38233,14.09733,15.2265,16.70092
06/01/2016 17:30,12.17142,12.87733,13.41233,14.09733,15.2265,16.70092
06/01/2016 17:40,12.17142,12.87733,13.41233,14.15733,15.2265,16.70092
06/01/2016 17:50,12.17142,12.87733,13.41233,14.15733,15.2865,16.70092
06/01/2016 18:00,12.17142,12.87733,13.41233,14.18733,15.3165,16.70092
06/01/2016 18:10,12.17142,12.87733,13.41233,14.18733,15.3165,16.70092
06/01/2016 18:20,12.17142,12.87733,13.47233,14.18733,15.3165,16.7275866666667
06/01/2016 18:30,12.17142,12.8806633333333,13.47233,14.24733,15.3431666666667,16.7275866666667
06/01/2016 18:40,12.17142,12.93733,13.47233,14.24733,15.3698333333333,16.70092
06/01/2016 18:50,12.17142,12.90733,13.47233,14.27733,15.3965,16.70092
06/01/2016 19:00,12.17142,12.93733,13.50233,14.27733,15.3965,16.70092
06/01/2016 19:10,12.17142,12.93733,13.50233,14.27733,15.3965,16.67092
06/01/2016 19:20,12.17142,12.93733,13.50233,14.3306633333333,15.3965,16.70092
06/01/2016 19:30,12.17142,12.96733,13.5556633333333,14.3306633333333,15.4265,16.70092
06/01/2016 19:40,12.17142,12.96733,13.5556633333333,14.35733,15.4565,16.67092
06/01/2016 19:50,12.17142,12.96733,13.5556633333333,14.35733,15.4565,16.61092
06/01/2016 20:00,12.17142,12.96733,13.5556633333333,14.35733,15.4865,16.61092
06/01/2016 20:10,12.17142,12.96733,13.58233,14.35733,15.4865,16.61092
06/01/2016 20:20,12.17142,12.96733,13.58233,14.41733,15.4865,16.53092
06/01/2016 20:30,12.17142,12.96733,13.58233,14.38733,15.4865,16.53092
06/01/2016 20:40,12.17142,12.96733,13.58233,14.44733,15.4865,16.44092
06/01/2016 20:50,12.17142,12.96733,13.58233,14.44733,15.4865,16.44092
06/01/2016 21:00,12.17142,12.96733,13.64233,14.44733,15.4865,16.35092
06/01/2016 21:10,12.17142,12.99733,13.64233,14.44733,15.4565,16.35092
