----------------------------------------------
PZ-In TotHead [m]: 
    2016/06/01 04:50:00 428.547300 
    2016/06/01 05:00:00 428.547300 
    2016/06/01 05:10:00 428.547883 
    2016/06/01 05:20:00 428.547883 
    2016/06/01 05:30:00 428.547300 
    2016/06/01 05:40:00 428.548050 
    2016/06/01 05:50:00 428.546967 
    2016/06/01 06:00:00 428.545800 
    2016/06/01 06:10:00 428.548550 
    2016/06/01 06:20:00 428.547300 
    2016/06/01 06:30:00 428.547300 
    2016/06/01 06:40:00 428.546300 
    2016/06/01 06:50:00 428.545133 
    2016/06/01 07:00:00 428.543800 
    2016/06/01 07:10:00 428.544383 
    2016/06/01 07:20:00 428.546133 
    2016/06/01 07:30:00 428.542050 
    2016/06/01 07:40:00 428.543217 
    2016/06/01 07:50:00 428.541467 
    2016/06/01 08:00:00 428.542050 
    2016/06/01 08:10:00 428.541050 
    2016/06/01 08:20:00 428.539967 
    2016/06/01 08:30:00 428.542300 
    2016/06/01 08:40:00 428.540967 
    2016/06/01 08:50:00 428.540300 
    2016/06/01 09:00:00 428.538550 
    2016/06/01 09:10:00 428.540300 
    2016/06/01 09:20:00 428.538550 
    2016/06/01 09:30:00 428.540300 
    2016/06/01 09:40:00 428.541633 
    2016/06/01 09:50:00 428.541633 
    2016/06/01 10:00:00 428.538550 
    2016/06/01 10:10:00 428.540883 
    2016/06/01 10:20:00 428.540300 
    2016/06/01 10:30:00 428.538550 
    2016/06/01 10:40:00 428.535800 
    2016/06/01 10:50:00 428.538133 
    2016/06/01 11:00:00 428.540300 
    2016/06/01 11:10:00 428.537133 
    2016/06/01 11:20:00 428.536633 
    2016/06/01 11:30:00 428.537050 
    2016/06/01 11:40:00 428.538967 
    2016/06/01 11:50:00 428.537883 
    2016/06/01 12:00:00 428.535550 
    2016/06/01 12:10:00 428.535550 
    2016/06/01 12:20:00 428.534383 
    2016/06/01 12:30:00 428.535800 
    2016/06/01 12:40:00 428.538717 
    2016/06/01 12:50:00 428.539800 
    2016/06/01 13:00:00 428.540550 
    2016/06/01 13:10:00 428.536300 
    2016/06/01 13:20:00 428.536717 
    2016/06/01 13:30:00 428.541050 
    2016/06/01 13:40:00 428.538717 
    2016/06/01 13:50:00 428.539300 
    2016/06/01 14:00:00 428.542800 
    2016/06/01 14:10:00 428.547467 
    2016/06/01 14:20:00 428.547633 
    2016/06/01 14:30:00 428.549050 
    2016/06/01 14:40:00 428.552133 
    2016/06/01 14:50:00 428.554550 
    2016/06/01 15:00:00 428.556300 
    2016/06/01 15:10:00 428.560967 
    2016/06/01 15:20:00 428.560967 
    2016/06/01 15:30:00 428.565050 
    2016/06/01 15:40:00 428.565633 
    2016/06/01 15:50:00 428.563300 
    2016/06/01 16:00:00 428.566800 
    2016/06/01 16:10:00 428.570883 
    2016/06/01 16:20:00 428.572633 
    2016/06/01 16:30:00 428.573800 
    2016/06/01 16:40:00 428.570883 
    2016/06/01 16:50:00 428.579050 
    2016/06/01 17:00:00 428.579050 
    2016/06/01 17:10:00 428.583633 
    2016/06/01 17:20:00 428.585967 
    2016/06/01 17:30:00 428.587300 
    2016/06/01 17:40:00 428.590050 
    2016/06/01 17:50:00 428.591217 
    2016/06/01 18:00:00 428.590800 
    2016/06/01 18:10:00 428.590800 
    2016/06/01 18:20:00 428.592550 
    2016/06/01 18:30:00 428.592800 
    2016/06/01 18:40:00 428.594550 
    2016/06/01 18:50:00 428.595717 
    2016/06/01 19:00:00 428.594550 
    2016/06/01 19:10:00 428.596883 
    2016/06/01 19:20:00 428.597467 
    2016/06/01 19:30:00 428.599800 
    2016/06/01 19:40:00 428.598633 
    2016/06/01 19:50:00 428.599217 
    2016/06/01 20:00:00 428.599800 
    2016/06/01 20:10:00 428.601383 
    2016/06/01 20:20:00 428.602467 
    2016/06/01 20:30:00 428.601300 
    2016/06/01 20:40:00 428.602050 
    2016/06/01 20:50:00 428.602633 
    2016/06/01 21:00:00 428.603050 
    2016/06/01 21:10:00 428.600550 
    2016/06/01 21:20:00 428.600467 
    2016/06/01 21:30:00 428.601050 
    2016/06/01 21:40:00 428.600050 
    2016/06/01 21:50:00 428.602967 
    2016/06/01 22:00:00 428.604550 
    2016/06/01 22:10:00 428.603550 
    2016/06/01 22:20:00 428.602383 
    2016/06/01 22:30:00 428.602800 
    2016/06/01 22:40:00 428.600050 
    2016/06/01 22:50:00 428.602467 
    2016/06/01 23:00:00 428.599550 
    2016/06/01 23:10:00 428.599550 
    2016/06/01 23:20:00 428.602967 
    2016/06/01 23:30:00 428.602800 
    2016/06/01 23:40:00 428.603550 
    2016/06/01 23:50:00 428.602467 
    2016/06/02 00:00:00 428.599550 
    2016/06/02 00:10:00 428.602467 
    2016/06/02 00:20:00 428.600717 
    2016/06/02 00:30:00 428.599550 
    2016/06/02 00:40:00 428.602300 
    2016/06/02 00:50:00 428.601133 
    2016/06/02 01:00:00 428.601300 
    2016/06/02 01:10:00 428.600717 
    2016/06/02 01:20:00 428.599467 
    2016/06/02 01:30:00 428.599300 
    2016/06/02 01:40:00 428.598133 
    2016/06/02 01:50:00 428.595717 
    2016/06/02 02:00:00 428.595550 
    2016/06/02 02:10:00 428.595133 
    2016/06/02 02:20:00 428.595883 
    2016/06/02 02:30:00 428.596050 
    2016/06/02 02:40:00 428.596633 
    2016/06/02 02:50:00 428.594217 
    2016/06/02 03:00:00 428.595800 
    2016/06/02 03:10:00 428.594800 
    2016/06/02 03:20:00 428.593133 
    2016/06/02 03:30:00 428.592550 
    2016/06/02 03:40:00 428.592550 
    2016/06/02 03:50:00 428.593717 
    2016/06/02 04:00:00 428.592550 
    2016/06/02 04:10:00 428.593133 
    2016/06/02 04:20:00 428.590800 
    2016/06/02 04:30:00 428.590800 
    2016/06/02 04:40:00 428.590633 
    2016/06/02 04:50:00 428.591133 
    2016/06/02 05:00:00 428.590550 
    2016/06/02 05:10:00 428.589383 
    2016/06/02 05:20:00 428.590050 
    2016/06/02 05:30:00 428.588550 
    2016/06/02 05:40:00 428.589717 
    2016/06/02 05:50:00 428.587883 
    2016/06/02 06:00:00 428.590050 
    2016/06/02 06:10:00 428.589467 
    2016/06/02 06:20:00 428.589467 
    2016/06/02 06:30:00 428.588300 
    2016/06/02 06:40:00 428.584383 
    2016/06/02 06:50:00 428.586133 
    2016/06/02 07:00:00 428.586550 
    2016/06/02 07:10:00 428.585550 
    2016/06/02 07:20:00 428.585050 
    2016/06/02 07:30:00 428.585050 
    2016/06/02 07:40:00 428.584883 
    2016/06/02 07:50:00 428.585467 
    2016/06/02 08:00:00 428.582050 
    2016/06/02 08:10:00 428.582467 
    2016/06/02 08:20:00 428.581800 
    2016/06/02 08:30:00 428.583550 
    2016/06/02 08:40:00 428.582383 
    2016/06/02 08:50:00 428.580133 
    2016/06/02 09:00:00 428.578550 
    2016/06/02 09:10:00 428.577050 
    2016/06/02 09:20:00 428.576967 
    2016/06/02 09:30:00 428.573300 
    2016/06/02 09:40:00 428.573883 
    2016/06/02 09:50:00 428.573883 
    2016/06/02 10:00:00 428.573300 
    2016/06/02 10:10:00 428.570967 
    2016/06/02 10:20:00 428.571550 
    2016/06/02 10:30:00 428.569800 
    2016/06/02 10:40:00 428.569967 
    2016/06/02 10:50:00 428.570550 
    2016/06/02 11:00:00 428.571300 
    2016/06/02 11:10:00 428.570717 
    2016/06/02 11:20:00 428.567217 
    2016/06/02 11:30:00 428.567800 
    2016/06/02 11:40:00 428.567217 
    2016/06/02 11:50:00 428.567800 
    2016/06/02 12:00:00 428.567800 
    2016/06/02 12:10:00 428.567800 
    2016/06/02 12:20:00 428.568967 
    2016/06/02 12:30:00 428.566050 
    2016/06/02 12:40:00 428.565633 
    2016/06/02 12:50:00 428.565050 
    2016/06/02 13:00:00 428.566050 
    2016/06/02 13:10:00 428.566050 
    2016/06/02 13:20:00 428.566633 
    2016/06/02 13:30:00 428.566050 
    2016/06/02 13:40:00 428.566633 
    2016/06/02 13:50:00 428.563217 
    2016/06/02 14:00:00 428.561050 
    2016/06/02 14:10:00 428.563217 
    2016/06/02 14:20:00 428.562550 
    2016/06/02 14:30:00 428.562550 
    2016/06/02 14:40:00 428.561383 
    2016/06/02 14:50:00 428.560883 
    2016/06/02 15:00:00 428.561050 
    2016/06/02 15:10:00 428.561050 
    2016/06/02 15:20:00 428.562133 
    2016/06/02 15:30:00 428.564300 
    2016/06/02 15:40:00 428.561967 
    2016/06/02 15:50:00 428.563133 
    2016/06/02 16:00:00 428.560800 
    2016/06/02 16:10:00 428.559217 
    2016/06/02 16:20:00 428.559883 
    2016/06/02 16:30:00 428.561050 
    2016/06/02 16:40:00 428.559133 
    2016/06/02 16:50:00 428.560217 
    2016/06/02 17:00:00 428.559050 
    2016/06/02 17:10:00 428.558633 
    2016/06/02 17:20:00 428.558717 
    2016/06/02 17:30:00 428.559300 
    2016/06/02 17:40:00 428.559300 
    2016/06/02 17:50:00 428.559800 
    2016/06/02 18:00:00 428.560800 
    2016/06/02 18:10:00 428.561967 
    2016/06/02 18:20:00 428.562050 
    2016/06/02 18:30:00 428.559300 
    2016/06/02 18:40:00 428.563217 
    2016/06/02 18:50:00 428.564300 
    2016/06/02 19:00:00 428.564300 
    2016/06/02 19:10:00 428.563133 
    2016/06/02 19:20:00 428.562550 
    2016/06/02 19:30:00 428.562550 
    2016/06/02 19:40:00 428.560217 
    2016/06/02 19:50:00 428.560217 
    2016/06/02 20:00:00 428.562550 
    2016/06/02 20:10:00 428.561550 
    2016/06/02 20:20:00 428.562717 
    2016/06/02 20:30:00 428.560800 
    2016/06/02 20:40:00 428.563717 
    2016/06/02 20:50:00 428.562550 
    2016/06/02 21:00:00 428.562550 
    2016/06/02 21:10:00 428.564300 
    2016/06/02 21:20:00 428.564217 
    2016/06/02 21:30:00 428.565800 
    2016/06/02 21:40:00 428.565383 
    2016/06/02 21:50:00 428.565467 
    2016/06/02 22:00:00 428.562550 
    2016/06/02 22:10:00 428.564133 
    2016/06/02 22:20:00 428.564717 
    2016/06/02 22:30:00 428.566050 
    2016/06/02 22:40:00 428.565467 
    2016/06/02 22:50:00 428.562550 
    2016/06/02 23:00:00 428.564300 
    2016/06/02 23:10:00 428.563133 
    2016/06/02 23:20:00 428.560217 
    2016/06/02 23:30:00 428.559050 
    2016/06/02 23:40:00 428.561217 
    2016/06/02 23:50:00 428.561217 
    2016/06/03 00:00:00 428.562550 
    2016/06/03 00:10:00 428.562967 
    2016/06/03 00:20:00 428.565217 
    2016/06/03 00:30:00 428.562300 
    2016/06/03 00:40:00 428.563550 
    2016/06/03 00:50:00 428.562467 
    2016/06/03 01:00:00 428.565550 
    2016/06/03 01:10:00 428.563800 
    2016/06/03 01:20:00 428.563800 
    2016/06/03 01:30:00 428.563800 
    2016/06/03 01:40:00 428.561467 
    2016/06/03 01:50:00 428.564883 
    2016/06/03 02:00:00 428.563550 
    2016/06/03 02:10:00 428.562967 
    2016/06/03 02:20:00 428.560717 
    2016/06/03 02:30:00 428.560300 
    2016/06/03 02:40:00 428.562050 
    2016/06/03 02:50:00 428.562633 
    2016/06/03 03:00:00 428.559050 
    2016/06/03 03:10:00 428.558467 
    2016/06/03 03:20:00 428.557300 
    2016/06/03 03:30:00 428.557300 
    2016/06/03 03:40:00 428.559050 
    2016/06/03 03:50:00 428.559633 
    2016/06/03 04:00:00 428.559050 
    2016/06/03 04:10:00 428.560217 
    2016/06/03 04:20:00 428.557800 
    2016/06/03 04:30:00 428.555300 
    2016/06/03 04:40:00 428.557217 
    2016/06/03 04:50:00 428.558967 
    2016/06/03 05:00:00 428.560550 
    2016/06/03 05:10:00 428.558383 
    2016/06/03 05:20:00 428.557217 
    2016/06/03 05:30:00 428.557050 
    2016/06/03 05:40:00 428.552967 
    2016/06/03 05:50:00 428.556550 
    2016/06/03 06:00:00 428.557300 
    2016/06/03 06:10:00 428.555550 
    2016/06/03 06:20:00 428.554967 
    2016/06/03 06:30:00 428.553800 
    2016/06/03 06:40:00 428.552050 
    2016/06/03 06:50:00 428.550300 
    2016/06/03 07:00:00 428.552050 
    2016/06/03 07:10:00 428.550883 
    2016/06/03 07:20:00 428.549717 
    2016/06/03 07:30:00 428.548550 
    2016/06/03 07:40:00 428.546800 
    2016/06/03 07:50:00 428.546800 
    2016/06/03 08:00:00 428.545050 
    2016/06/03 08:10:00 428.544467 
    2016/06/03 08:20:00 428.543883 
    2016/06/03 08:30:00 428.545050 
    2016/06/03 08:40:00 428.543300 
    2016/06/03 08:50:00 428.543300 
    2016/06/03 09:00:00 428.541550 
    2016/06/03 09:10:00 428.542133 
    2016/06/03 09:20:00 428.543383 
    2016/06/03 09:30:00 428.540050 
    2016/06/03 09:40:00 428.543967 
    2016/06/03 09:50:00 428.543383 
    2016/06/03 10:00:00 428.545300 
    2016/06/03 10:10:00 428.541800 
    2016/06/03 10:20:00 428.544633 
    2016/06/03 10:30:00 428.545050 
    2016/06/03 10:40:00 428.546800 
    2016/06/03 10:50:00 428.547467 
    2016/06/03 11:00:00 428.545300 
    2016/06/03 11:10:00 428.545300 
    2016/06/03 11:20:00 428.547633 
    2016/06/03 11:30:00 428.548800 
    2016/06/03 11:40:00 428.547467 
    2016/06/03 11:50:00 428.546300 
    2016/06/03 12:00:00 428.545300 
    2016/06/03 12:10:00 428.547050 
    2016/06/03 12:20:00 428.547050 
    2016/06/03 12:30:00 428.545300 
    2016/06/03 12:40:00 428.546300 
    2016/06/03 12:50:00 428.547467 
    2016/06/03 13:00:00 428.543550 
    2016/06/03 13:10:00 428.544133 
    2016/06/03 13:20:00 428.545217 
    2016/06/03 13:30:00 428.546800 
    2016/06/03 13:40:00 428.547550 
    2016/06/03 13:50:00 428.547633 
    2016/06/03 14:00:00 428.547050 
    2016/06/03 14:10:00 428.547467 
    2016/06/03 14:20:00 428.549133 
    2016/06/03 14:30:00 428.550300 
    2016/06/03 14:40:00 428.548550 
    2016/06/03 14:50:00 428.548633 
    2016/06/03 15:00:00 428.547050 
    2016/06/03 15:10:00 428.549217 
    2016/06/03 15:20:00 428.549217 
    2016/06/03 15:30:00 428.548800 
    2016/06/03 15:40:00 428.550550 
    2016/06/03 15:50:00 428.551717 
    2016/06/03 16:00:00 428.552300 
    2016/06/03 16:10:00 428.551133 
    2016/06/03 16:20:00 428.551133 
    2016/06/03 16:30:00 428.550550 
    2016/06/03 16:40:00 428.548800 
    2016/06/03 16:50:00 428.548800 
    2016/06/03 17:00:00 428.548800 
    2016/06/03 17:10:00 428.551133 
    2016/06/03 17:20:00 428.550467 
    2016/06/03 17:30:00 428.553800 
    2016/06/03 17:40:00 428.554550 
    2016/06/03 17:50:00 428.555133 
    2016/06/03 18:00:00 428.559050 
    2016/06/03 18:10:00 428.559717 
    2016/06/03 18:20:00 428.560050 
    2016/06/03 18:30:00 428.562800 
    2016/06/03 18:40:00 428.564967 
    2016/06/03 18:50:00 428.568383 
    2016/06/03 19:00:00 428.573050 
    2016/06/03 19:10:00 428.574383 
    2016/06/03 19:20:00 428.574967 
    2016/06/03 19:30:00 428.578300 
    2016/06/03 19:40:00 428.578467 
    2016/06/03 19:50:00 428.582550 
    2016/06/03 20:00:00 428.583550 
    2016/06/03 20:10:00 428.584883 
    2016/06/03 20:20:00 428.584883 
    2016/06/03 20:30:00 428.587050 
    2016/06/03 20:40:00 428.587217 
    2016/06/03 20:50:00 428.589050 
    2016/06/03 21:00:00 428.590800 
    2016/06/03 21:10:00 428.591217 
    2016/06/03 21:20:00 428.592967 
    2016/06/03 21:30:00 428.589050 
    2016/06/03 21:40:00 428.591383 
    2016/06/03 21:50:00 428.591217 
    2016/06/03 22:00:00 428.590300 
    2016/06/03 22:10:00 428.592800 
    2016/06/03 22:20:00 428.592300 
    2016/06/03 22:30:00 428.594050 
    2016/06/03 22:40:00 428.593050 
    2016/06/03 22:50:00 428.593633 
    2016/06/03 23:00:00 428.592300 
    2016/06/03 23:10:00 428.590550 
    2016/06/03 23:20:00 428.592300 
    2016/06/03 23:30:00 428.592300 
    2016/06/03 23:40:00 428.592300 
    2016/06/03 23:50:00 428.591217 
    2016/06/04 00:00:00 428.590800 
    2016/06/04 00:10:00 428.591383 
    2016/06/04 00:20:00 428.590050 
    2016/06/04 00:30:00 428.592050 
    2016/06/04 00:40:00 428.592383 
    2016/06/04 00:50:00 428.593050 
    2016/06/04 01:00:00 428.592300 
    2016/06/04 01:10:00 428.589383 
    2016/06/04 01:20:00 428.587717 
    2016/06/04 01:30:00 428.587300 
    2016/06/04 01:40:00 428.588883 
    2016/06/04 01:50:00 428.588300 
    2016/06/04 02:00:00 428.589050 
    2016/06/04 02:10:00 428.590217 
    2016/06/04 02:20:00 428.590717 
    2016/06/04 02:30:00 428.592300 
    2016/06/04 02:40:00 428.589550 
    2016/06/04 02:50:00 428.590800 
    2016/06/04 03:00:00 428.590800 
    2016/06/04 03:10:00 428.595300 
    2016/06/04 03:20:00 428.596383 
    2016/06/04 03:30:00 428.599300 
    2016/06/04 03:40:00 428.597967 
    2016/06/04 03:50:00 428.597967 
    2016/06/04 04:00:00 428.599300 
    2016/06/04 04:10:00 428.600467 
    2016/06/04 04:20:00 428.602800 
    2016/06/04 04:30:00 428.601050 
    2016/06/04 04:40:00 428.599467 
    2016/06/04 04:50:00 428.598883 
    2016/06/04 05:00:00 428.604550 
    2016/06/04 05:10:00 428.600050 
    2016/06/04 05:20:00 428.597717 
    2016/06/04 05:30:00 428.599300 
    2016/06/04 05:40:00 428.598133 
    2016/06/04 05:50:00 428.598133 
    2016/06/04 06:00:00 428.601050 
    2016/06/04 06:10:00 428.599300 
    2016/06/04 06:20:00 428.599967 
    2016/06/04 06:30:00 428.597800 
    2016/06/04 06:40:00 428.597633 
    2016/06/04 06:50:00 428.601050 
    2016/06/04 07:00:00 428.602800 
    2016/06/04 07:10:00 428.605133 
    2016/06/04 07:20:00 428.602800 
    2016/06/04 07:30:00 428.604550 
    2016/06/04 07:40:00 428.606467 
    2016/06/04 07:50:00 428.602967 
    2016/06/04 08:00:00 428.604550 
    2016/06/04 08:10:00 428.604550 
    2016/06/04 08:20:00 428.602883 
    2016/06/04 08:30:00 428.603050 
    2016/06/04 08:40:00 428.603050 
    2016/06/04 08:50:00 428.601300 
    2016/06/04 09:00:00 428.601300 
    2016/06/04 09:10:00 428.599383 
    2016/06/04 09:20:00 428.599300 
    2016/06/04 09:30:00 428.599300 
    2016/06/04 09:40:00 428.599300 
    2016/06/04 09:50:00 428.598800 
    2016/06/04 10:00:00 428.596050 
    2016/06/04 10:10:00 428.598800 
    2016/06/04 10:20:00 428.596967 
    2016/06/04 10:30:00 428.597550 
    2016/06/04 10:40:00 428.595800 
    2016/06/04 10:50:00 428.595883 
    2016/06/04 11:00:00 428.595550 
    2016/06/04 11:10:00 428.594883 
    2016/06/04 11:20:00 428.596050 
    2016/06/04 11:30:00 428.594300 
    2016/06/04 11:40:00 428.594300 
    2016/06/04 11:50:00 428.594800 
    2016/06/04 12:00:00 428.595300 
    2016/06/04 12:10:00 428.594133 
    2016/06/04 12:20:00 428.591217 
    2016/06/04 12:30:00 428.589050 
    2016/06/04 12:40:00 428.590050 
    2016/06/04 12:50:00 428.590550 
    2016/06/04 13:00:00 428.588800 
    2016/06/04 13:10:00 428.586633 
    2016/06/04 13:20:00 428.586633 
    2016/06/04 13:30:00 428.588800 
    2016/06/04 13:40:00 428.588967 
    2016/06/04 13:50:00 428.588467 
    2016/06/04 14:00:00 428.585550 
    2016/06/04 14:10:00 428.588467 
    2016/06/04 14:20:00 428.587800 
    2016/06/04 14:30:00 428.590550 
    2016/06/04 14:40:00 428.588800 
    2016/06/04 14:50:00 428.586550 
    2016/06/04 15:00:00 428.585550 
    2016/06/04 15:10:00 428.584383 
    2016/06/04 15:20:00 428.585550 
    2016/06/04 15:30:00 428.583800 
    2016/06/04 15:40:00 428.584217 
    2016/06/04 15:50:00 428.584800 
    2016/06/04 16:00:00 428.585550 
    2016/06/04 16:10:00 428.585717 
    2016/06/04 16:20:00 428.583967 
    2016/06/04 16:30:00 428.583800 
    2016/06/04 16:40:00 428.583800 
    2016/06/04 16:50:00 428.586050 
    2016/06/04 17:00:00 428.587050 
    2016/06/04 17:10:00 428.585467 
    2016/06/04 17:20:00 428.586717 
    2016/06/04 17:30:00 428.585550 
    2016/06/04 17:40:00 428.586717 
    2016/06/04 17:50:00 428.587217 
    2016/06/04 18:00:00 428.587050 
    2016/06/04 18:10:00 428.586467 
    2016/06/04 18:20:00 428.588217 
    2016/06/04 18:30:00 428.587050 
    2016/06/04 18:40:00 428.586467 
    2016/06/04 18:50:00 428.587717 
    2016/06/04 19:00:00 428.589050 
    2016/06/04 19:10:00 428.589050 
    2016/06/04 19:20:00 428.589050 
    2016/06/04 19:30:00 428.589050 
    2016/06/04 19:40:00 428.587717 
    2016/06/04 19:50:00 428.587050 
    2016/06/04 20:00:00 428.588800 
    2016/06/04 20:10:00 428.587217 
    2016/06/04 20:20:00 428.587800 
    2016/06/04 20:30:00 428.588800 
    2016/06/04 20:40:00 428.588967 
    2016/06/04 20:50:00 428.587217 
    2016/06/04 21:00:00 428.588800 
    2016/06/04 21:10:00 428.586633 
    2016/06/04 21:20:00 428.588383 
    2016/06/04 21:30:00 428.588800 
    2016/06/04 21:40:00 428.588800 
    2016/06/04 21:50:00 428.587633 
    2016/06/04 22:00:00 428.588800 
    2016/06/04 22:10:00 428.589550 
    2016/06/04 22:20:00 428.588967 
    2016/06/04 22:30:00 428.585300 
    2016/06/04 22:40:00 428.589383 
    2016/06/04 22:50:00 428.587050 
    2016/06/04 23:00:00 428.587050 
    2016/06/04 23:10:00 428.588217 
    2016/06/04 23:20:00 428.589967 
    2016/06/04 23:30:00 428.588800 
    2016/06/04 23:40:00 428.587800 
    2016/06/04 23:50:00 428.587883 
    2016/06/05 00:00:00 428.589050 
    2016/06/05 00:10:00 428.588300 
    2016/06/05 00:20:00 428.588300 
    2016/06/05 00:30:00 428.590800 
    2016/06/05 00:40:00 428.591383 
    2016/06/05 00:50:00 428.588967 
    2016/06/05 01:00:00 428.588800 
    2016/06/05 01:10:00 428.588217 
    2016/06/05 01:20:00 428.589467 
    2016/06/05 01:30:00 428.589050 
    2016/06/05 01:40:00 428.590800 
    2016/06/05 01:50:00 428.590217 
    2016/06/05 02:00:00 428.585550 
    2016/06/05 02:10:00 428.589633 
    2016/06/05 02:20:00 428.590800 
    2016/06/05 02:30:00 428.587300 
    2016/06/05 02:40:00 428.586300 
    2016/06/05 02:50:00 428.586383 
    2016/06/05 03:00:00 428.587550 
    2016/06/05 03:10:00 428.589717 
    2016/06/05 03:20:00 428.588717 
    2016/06/05 03:30:00 428.589050 
    2016/06/05 03:40:00 428.588717 
    2016/06/05 03:50:00 428.591133 
    2016/06/05 04:00:00 428.591050 
    2016/06/05 04:10:00 428.588717 
    2016/06/05 04:20:00 428.588133 
    2016/06/05 04:30:00 428.589300 
    2016/06/05 04:40:00 428.589300 
    2016/06/05 04:50:00 428.587550 
    2016/06/05 05:00:00 428.587550 
