----------------------------------------------
PZ-CC TotHead [m]: 
    2016/06/02 11:00:00 429.476000 
    2016/06/02 11:15:00 429.472500 
    2016/06/02 11:30:00 429.472750 
    2016/06/02 11:45:00 429.472500 
    2016/06/02 12:00:00 429.473500 
    2016/06/02 12:15:00 429.475250 
    2016/06/02 12:30:00 429.469750 
    2016/06/02 12:45:00 429.467500 
    2016/06/02 13:00:00 429.473500 
    2016/06/02 13:15:00 429.471000 
    2016/06/02 13:30:00 429.471750 
    2016/06/02 13:45:00 429.470000 
    2016/06/02 14:00:00 429.465750 
    2016/06/02 14:15:00 429.467250 
    2016/06/02 14:30:00 429.465250 
    2016/06/02 14:45:00 429.463500 
    2016/06/02 15:00:00 429.465750 
    2016/06/02 15:15:00 429.463750 
    2016/06/02 15:30:00 429.465250 
    2016/06/02 15:45:00 429.465000 
    2016/06/02 16:00:00 429.461500 
    2016/06/02 16:15:00 429.461750 
    2016/06/02 16:30:00 429.463500 
    2016/06/02 16:45:00 429.463250 
    2016/06/02 17:00:00 429.461500 
    2016/06/02 17:15:00 429.463500 
    2016/06/02 17:30:00 429.463500 
    2016/06/02 17:45:00 429.463500 
    2016/06/02 18:00:00 429.465000 
    2016/06/02 18:15:00 429.466750 
    2016/06/02 18:30:00 429.465250 
    2016/06/02 18:45:00 429.467750 
    2016/06/02 19:00:00 429.467750 
    2016/06/02 19:15:00 429.466000 
    2016/06/02 19:30:00 429.466000 
    2016/06/02 19:45:00 429.462500 
    2016/06/02 20:00:00 429.467750 
    2016/06/02 20:15:00 429.467750 
    2016/06/02 20:30:00 429.467500 
    2016/06/02 20:45:00 429.467500 
    2016/06/02 21:00:00 429.469250 
    2016/06/02 21:15:00 429.467500 
    2016/06/02 21:30:00 429.471000 
    2016/06/02 21:45:00 429.469500 
    2016/06/02 22:00:00 429.467750 
    2016/06/02 22:15:00 429.466500 
    2016/06/02 22:30:00 429.470500 
    2016/06/02 22:45:00 429.468750 
    2016/06/02 23:00:00 429.467000 
    2016/06/02 23:15:00 429.467000 
    2016/06/02 23:30:00 429.465250 
    2016/06/02 23:45:00 429.466750 
    2016/06/03 00:00:00 429.465500 
    2016/06/03 00:15:00 429.468750 
    2016/06/03 00:30:00 429.467000 
    2016/06/03 00:45:00 429.465000 
    2016/06/03 01:00:00 429.465250 
    2016/06/03 01:15:00 429.465250 
    2016/06/03 01:30:00 429.467000 
    2016/06/03 01:45:00 429.463250 
    2016/06/03 02:00:00 429.464500 
    2016/06/03 02:15:00 429.463000 
    2016/06/03 02:30:00 429.463000 
    2016/06/03 02:45:00 429.463000 
    2016/06/03 03:00:00 429.461000 
    2016/06/03 03:15:00 429.462750 
    2016/06/03 03:30:00 429.462750 
    2016/06/03 03:45:00 429.462750 
    2016/06/03 04:00:00 429.460750 
    2016/06/03 04:15:00 429.462500 
    2016/06/03 04:30:00 429.458750 
    2016/06/03 04:45:00 429.462750 
    2016/06/03 05:00:00 429.460750 
    2016/06/03 05:15:00 429.460250 
    2016/06/03 05:30:00 429.460000 
    2016/06/03 05:45:00 429.459750 
    2016/06/03 06:00:00 429.460250 
    2016/06/03 06:15:00 429.459250 
    2016/06/03 06:30:00 429.455750 
    2016/06/03 06:45:00 429.453750 
    2016/06/03 07:00:00 429.453750 
    2016/06/03 07:15:00 429.454000 
    2016/06/03 07:30:00 429.452250 
    2016/06/03 07:45:00 429.450250 
    2016/06/03 08:00:00 429.448250 
    2016/06/03 08:15:00 429.446750 
    2016/06/03 08:30:00 429.448500 
    2016/06/03 08:45:00 429.445000 
    2016/06/03 09:00:00 429.445000 
    2016/06/03 09:15:00 429.446750 
    2016/06/03 09:30:00 429.443250 
    2016/06/03 09:45:00 429.446500 
    2016/06/03 10:00:00 429.448500 
    2016/06/03 10:15:00 429.445000 
    2016/06/03 10:30:00 429.448250 
    2016/06/03 10:45:00 429.448250 
    2016/06/03 11:00:00 429.448250 
    2016/06/03 11:15:00 429.448250 
    2016/06/03 11:30:00 429.448250 
    2016/06/03 11:45:00 429.449750 
    2016/06/03 12:00:00 429.448250 
    2016/06/03 12:15:00 429.448250 
    2016/06/03 12:30:00 429.448250 
    2016/06/03 12:45:00 429.449750 
    2016/06/03 13:00:00 429.448250 
    2016/06/03 13:15:00 429.449250 
    2016/06/03 13:30:00 429.451000 
    2016/06/03 13:45:00 429.453000 
    2016/06/03 14:00:00 429.450250 
    2016/06/03 14:15:00 429.453500 
    2016/06/03 14:30:00 429.453250 
    2016/06/03 14:45:00 429.451500 
    2016/06/03 15:00:00 429.449750 
    2016/06/03 15:15:00 429.451250 
    2016/06/03 15:30:00 429.454250 
    2016/06/03 15:45:00 429.455750 
    2016/06/03 16:00:00 429.455500 
    2016/06/03 16:15:00 429.453250 
    2016/06/03 16:30:00 429.452250 
    2016/06/03 16:45:00 429.450500 
    2016/06/03 17:00:00 429.452250 
    2016/06/03 17:15:00 429.452500 
    2016/06/03 17:30:00 429.456500 
    2016/06/03 17:45:00 429.455000 
    2016/06/03 18:00:00 429.462000 
    2016/06/03 18:15:00 429.460750 
    2016/06/03 18:30:00 429.462250 
    2016/06/03 18:45:00 429.464000 
    2016/06/03 19:00:00 429.469500 
    2016/06/03 19:15:00 429.475250 
    2016/06/03 19:30:00 429.476750 
    2016/06/03 19:45:00 429.477000 
    2016/06/03 20:00:00 429.480500 
    2016/06/03 20:15:00 429.480500 
    2016/06/03 20:30:00 429.482000 
    2016/06/03 20:45:00 429.482250 
    2016/06/03 21:00:00 429.482250 
    2016/06/03 21:15:00 429.485500 
    2016/06/03 21:30:00 429.483250 
    2016/06/03 21:45:00 429.485250 
    2016/06/03 22:00:00 429.486500 
    2016/06/03 22:15:00 429.488250 
    2016/06/03 22:30:00 429.491000 
    2016/06/03 22:45:00 429.487750 
    2016/06/03 23:00:00 429.491000 
    2016/06/03 23:15:00 429.487250 
    2016/06/03 23:30:00 429.490500 
    2016/06/03 23:45:00 429.488750 
    2016/06/04 00:00:00 429.488750 
    2016/06/04 00:15:00 429.489000 
    2016/06/04 00:30:00 429.492000 
    2016/06/04 00:45:00 429.490500 
    2016/06/04 01:00:00 429.492000 
    2016/06/04 01:15:00 429.490250 
    2016/06/04 01:30:00 429.490500 
    2016/06/04 01:45:00 429.488250 
    2016/06/04 02:00:00 429.492000 
    2016/06/04 02:15:00 429.491000 
    2016/06/04 02:30:00 429.494500 
    2016/06/04 02:45:00 429.493000 
    2016/06/04 03:00:00 429.493000 
    2016/06/04 03:15:00 429.496500 
    2016/06/04 03:30:00 429.498250 
    2016/06/04 03:45:00 429.498000 
    2016/06/04 04:00:00 429.500000 
    2016/06/04 04:15:00 429.500000 
    2016/06/04 04:30:00 429.500750 
    2016/06/04 04:45:00 429.498250 
    2016/06/04 05:00:00 429.499750 
    2016/06/04 05:15:00 429.502750 
    2016/06/04 05:30:00 429.502500 
    2016/06/04 05:45:00 429.500750 
    2016/06/04 06:00:00 429.502500 
    2016/06/04 06:15:00 429.504500 
    2016/06/04 06:30:00 429.499250 
    2016/06/04 06:45:00 429.501000 
    2016/06/04 07:00:00 429.504750 
    2016/06/04 07:15:00 429.501000 
    2016/06/04 07:30:00 429.501000 
    2016/06/04 07:45:00 429.503250 
    2016/06/04 08:00:00 429.503000 
    2016/06/04 08:15:00 429.503000 
    2016/06/04 08:30:00 429.501250 
    2016/06/04 08:45:00 429.501250 
    2016/06/04 09:00:00 429.499500 
    2016/06/04 09:15:00 429.499250 
    2016/06/04 09:30:00 429.499250 
    2016/06/04 09:45:00 429.501000 
    2016/06/04 10:00:00 429.499500 
    2016/06/04 10:15:00 429.499250 
    2016/06/04 10:30:00 429.497500 
    2016/06/04 10:45:00 429.497500 
    2016/06/04 11:00:00 429.497750 
    2016/06/04 11:15:00 429.497750 
    2016/06/04 11:30:00 429.499750 
    2016/06/04 11:45:00 429.497750 
    2016/06/04 12:00:00 429.499250 
    2016/06/04 12:15:00 429.495750 
    2016/06/04 12:30:00 429.490500 
    2016/06/04 12:45:00 429.494000 
    2016/06/04 13:00:00 429.492000 
    2016/06/04 13:15:00 429.488000 
    2016/06/04 13:30:00 429.494000 
    2016/06/04 13:45:00 429.491500 
    2016/06/04 14:00:00 429.489750 
    2016/06/04 14:15:00 429.491500 
    2016/06/04 14:30:00 429.493750 
    2016/06/04 14:45:00 429.492000 
    2016/06/04 15:00:00 429.490500 
    2016/06/04 15:15:00 429.488750 
    2016/06/04 15:30:00 429.486750 
    2016/06/04 15:45:00 429.490000 
    2016/06/04 16:00:00 429.488500 
    2016/06/04 16:15:00 429.488750 
    2016/06/04 16:30:00 429.488500 
    2016/06/04 16:45:00 429.488500 
    2016/06/04 17:00:00 429.492000 
    2016/06/04 17:15:00 429.494000 
    2016/06/04 17:30:00 429.488500 
    2016/06/04 17:45:00 429.490250 
    2016/06/04 18:00:00 429.489250 
    2016/06/04 18:15:00 429.491000 
    2016/06/04 18:30:00 429.489250 
    2016/06/04 18:45:00 429.491000 
    2016/06/04 19:00:00 429.491000 
    2016/06/04 19:15:00 429.491000 
    2016/06/04 19:30:00 429.493000 
    2016/06/04 19:45:00 429.491000 
    2016/06/04 20:00:00 429.493750 
    2016/06/04 20:15:00 429.492000 
    2016/06/04 20:30:00 429.491750 
    2016/06/04 20:45:00 429.492000 
    2016/06/04 21:00:00 429.491750 
    2016/06/04 21:15:00 429.491750 
    2016/06/04 21:30:00 429.491750 
    2016/06/04 21:45:00 429.491750 
    2016/06/04 22:00:00 429.493500 
    2016/06/04 22:15:00 429.492000 
    2016/06/04 22:30:00 429.491750 
    2016/06/04 22:45:00 429.493250 
    2016/06/04 23:00:00 429.490500 
    2016/06/04 23:15:00 429.494250 
    2016/06/04 23:30:00 429.495750 
    2016/06/04 23:45:00 429.492500 
    2016/06/05 00:00:00 429.492250 
    2016/06/05 00:15:00 429.494750 
    2016/06/05 00:30:00 429.496750 
    2016/06/05 00:45:00 429.493000 
    2016/06/05 01:00:00 429.492750 
    2016/06/05 01:15:00 429.492750 
    2016/06/05 01:30:00 429.492750 
    2016/06/05 01:45:00 429.496250 
    2016/06/05 02:00:00 429.492500 
    2016/06/05 02:15:00 429.494250 
    2016/06/05 02:30:00 429.492250 
    2016/06/05 02:45:00 429.492250 
    2016/06/05 03:00:00 429.492250 
    2016/06/05 03:15:00 429.495500 
    2016/06/05 03:30:00 429.495500 
    2016/06/05 03:45:00 429.495500 
    2016/06/05 04:00:00 429.495500 
    2016/06/05 04:15:00 429.495250 
    2016/06/05 04:30:00 429.495250 
    2016/06/05 04:45:00 429.495250 
    2016/06/05 05:00:00 429.491500 
    2016/06/05 05:15:00 429.493250 
    2016/06/05 05:30:00 429.491500 
    2016/06/05 05:45:00 429.489750 
    2016/06/05 06:00:00 429.491500 
    2016/06/05 06:15:00 429.491500 
    2016/06/05 06:30:00 429.491250 
    2016/06/05 06:45:00 429.489500 
    2016/06/05 07:00:00 429.489500 
    2016/06/05 07:15:00 429.491250 
    2016/06/05 07:30:00 429.488000 
    2016/06/05 07:45:00 429.489250 
    2016/06/05 08:00:00 429.487500 
    2016/06/05 08:15:00 429.487500 
    2016/06/05 08:30:00 429.482250 
    2016/06/05 08:45:00 429.483750 
    2016/06/05 09:00:00 429.484000 
    2016/06/05 09:15:00 429.482250 
    2016/06/05 09:30:00 429.482000 
    2016/06/05 09:45:00 429.481500 
    2016/06/05 10:00:00 429.480000 
    2016/06/05 10:15:00 429.477500 
    2016/06/05 10:30:00 429.477500 
    2016/06/05 10:45:00 429.477000 
    2016/06/05 11:00:00 429.477000 
    2016/06/05 11:15:00 429.477500 
    2016/06/05 11:30:00 429.476000 
    2016/06/05 11:45:00 429.483000 
    2016/06/05 12:00:00 429.489500 
    2016/06/05 12:15:00 429.488250 
    2016/06/05 12:30:00 429.488000 
    2016/06/05 12:45:00 429.484500 
    2016/06/05 13:00:00 429.478250 
    2016/06/05 13:15:00 429.480000 
    2016/06/05 13:30:00 429.480250 
    2016/06/05 13:45:00 429.478500 
    2016/06/05 14:00:00 429.482000 
    2016/06/05 14:15:00 429.480250 
    2016/06/05 14:30:00 429.482000 
    2016/06/05 14:45:00 429.483750 
    2016/06/05 15:00:00 429.485500 
    2016/06/05 15:15:00 429.486250 
    2016/06/05 15:30:00 429.489500 
    2016/06/05 15:45:00 429.492000 
    2016/06/05 16:00:00 429.495250 
    2016/06/05 16:15:00 429.493250 
    2016/06/05 16:30:00 429.491750 
    2016/06/05 16:45:00 429.491750 
    2016/06/05 17:00:00 429.491250 
    2016/06/05 17:15:00 429.489750 
    2016/06/05 17:30:00 429.493000 
    2016/06/05 17:45:00 429.488500 
    2016/06/05 18:00:00 429.488750 
    2016/06/05 18:15:00 429.491000 
    2016/06/05 18:30:00 429.496250 
    2016/06/05 18:45:00 429.496250 
    2016/06/05 19:00:00 429.494500 
    2016/06/05 19:15:00 429.494750 
    2016/06/05 19:30:00 429.494500 
    2016/06/05 19:45:00 429.496000 
    2016/06/05 20:00:00 429.496250 
    2016/06/05 20:15:00 429.496250 
    2016/06/05 20:30:00 429.498750 
    2016/06/05 20:45:00 429.497000 
    2016/06/05 21:00:00 429.495500 
    2016/06/05 21:15:00 429.497500 
    2016/06/05 21:30:00 429.498750 
    2016/06/05 21:45:00 429.497000 
    2016/06/05 22:00:00 429.501000 
    2016/06/05 22:15:00 429.498750 
    2016/06/05 22:30:00 429.497250 
    2016/06/05 22:45:00 429.498750 
    2016/06/05 23:00:00 429.500500 
    2016/06/05 23:15:00 429.498500 
    2016/06/05 23:30:00 429.495250 
    2016/06/05 23:45:00 429.500500 
    2016/06/06 00:00:00 429.499500 
    2016/06/06 00:15:00 429.499250 
    2016/06/06 00:30:00 429.497250 
    2016/06/06 00:45:00 429.497250 
    2016/06/06 01:00:00 429.499250 
    2016/06/06 01:15:00 429.499250 
    2016/06/06 01:30:00 429.497250 
    2016/06/06 01:45:00 429.497250 
    2016/06/06 02:00:00 429.494000 
    2016/06/06 02:15:00 429.496750 
    2016/06/06 02:30:00 429.496250 
    2016/06/06 02:45:00 429.498250 
    2016/06/06 03:00:00 429.496500 
    2016/06/06 03:15:00 429.498000 
    2016/06/06 03:30:00 429.496250 
    2016/06/06 03:45:00 429.493750 
    2016/06/06 04:00:00 429.495250 
    2016/06/06 04:15:00 429.495750 
    2016/06/06 04:30:00 429.495750 
    2016/06/06 04:45:00 429.497000 
    2016/06/06 05:00:00 429.496500 
    2016/06/06 05:15:00 429.494750 
    2016/06/06 05:30:00 429.493750 
    2016/06/06 05:45:00 429.492500 
    2016/06/06 06:00:00 429.494750 
    2016/06/06 06:15:00 429.496750 
    2016/06/06 06:30:00 429.495000 
    2016/06/06 06:45:00 429.495500 
    2016/06/06 07:00:00 429.492000 
    2016/06/06 07:15:00 429.497250 
    2016/06/06 07:30:00 429.493750 
    2016/06/06 07:45:00 429.495500 
    2016/06/06 08:00:00 429.494250 
    2016/06/06 08:15:00 429.497750 
    2016/06/06 08:30:00 429.496000 
    2016/06/06 08:45:00 429.496000 
    2016/06/06 09:00:00 429.494750 
    2016/06/06 09:15:00 429.493000 
    2016/06/06 09:30:00 429.495000 
    2016/06/06 09:45:00 429.490500 
    2016/06/06 10:00:00 429.495250 
    2016/06/06 10:15:00 429.495000 
    2016/06/06 10:30:00 429.491750 
    2016/06/06 10:45:00 429.491750 
    2016/06/06 11:00:00 429.490250 
    2016/06/06 11:15:00 429.488500 
    2016/06/06 11:30:00 429.488750 
    2016/06/06 11:45:00 429.486250 
    2016/06/06 12:00:00 429.482750 
    2016/06/06 12:15:00 429.484000 
    2016/06/06 12:30:00 429.484500 
    2016/06/06 12:45:00 429.482500 
    2016/06/06 13:00:00 429.480750 
    2016/06/06 13:15:00 429.483750 
    2016/06/06 13:30:00 429.485500 
    2016/06/06 13:45:00 429.485250 
    2016/06/06 14:00:00 429.485250 
    2016/06/06 14:15:00 429.489000 
    2016/06/06 14:30:00 429.485750 
    2016/06/06 14:45:00 429.485500 
    2016/06/06 15:00:00 429.485750 
    2016/06/06 15:15:00 429.483250 
    2016/06/06 15:30:00 429.481500 
    2016/06/06 15:45:00 429.485250 
    2016/06/06 16:00:00 429.481500 
    2016/06/06 16:15:00 429.486750 
    2016/06/06 16:30:00 429.485250 
    2016/06/06 16:45:00 429.488000 
    2016/06/06 17:00:00 429.489750 
    2016/06/06 17:15:00 429.489500 
    2016/06/06 17:30:00 429.489750 
    2016/06/06 17:45:00 429.489750 
    2016/06/06 18:00:00 429.490000 
    2016/06/06 18:15:00 429.488500 
    2016/06/06 18:30:00 429.490250 
    2016/06/06 18:45:00 429.490500 
    2016/06/06 19:00:00 429.492000 
    2016/06/06 19:15:00 429.494250 
    2016/06/06 19:30:00 429.492250 
    2016/06/06 19:45:00 429.492750 
    2016/06/06 20:00:00 429.491000 
    2016/06/06 20:15:00 429.494250 
    2016/06/06 20:30:00 429.492750 
    2016/06/06 20:45:00 429.492500 
    2016/06/06 21:00:00 429.493500 
    2016/06/06 21:15:00 429.490500 
    2016/06/06 21:30:00 429.493750 
    2016/06/06 21:45:00 429.492000 
    2016/06/06 22:00:00 429.491500 
    2016/06/06 22:15:00 429.494750 
    2016/06/06 22:30:00 429.492750 
    2016/06/06 22:45:00 429.492750 
    2016/06/06 23:00:00 429.493250 
    2016/06/06 23:15:00 429.493250 
    2016/06/06 23:30:00 429.491500 
    2016/06/06 23:45:00 429.493000 
    2016/06/07 00:00:00 429.491500 
    2016/06/07 00:15:00 429.493000 
    2016/06/07 00:30:00 429.494750 
    2016/06/07 00:45:00 429.493250 
    2016/06/07 01:00:00 429.494500 
    2016/06/07 01:15:00 429.494750 
    2016/06/07 01:30:00 429.495250 
    2016/06/07 01:45:00 429.493250 
    2016/06/07 02:00:00 429.494000 
    2016/06/07 02:15:00 429.492500 
    2016/06/07 02:30:00 429.490500 
    2016/06/07 02:45:00 429.491750 
    2016/06/07 03:00:00 429.493500 
    2016/06/07 03:15:00 429.493000 
    2016/06/07 03:30:00 429.490000 
    2016/06/07 03:45:00 429.491750 
    2016/06/07 04:00:00 429.491750 
    2016/06/07 04:15:00 429.491500 
    2016/06/07 04:30:00 429.492000 
    2016/06/07 04:45:00 429.491750 
    2016/06/07 05:00:00 429.488750 
    2016/06/07 05:15:00 429.492250 
    2016/06/07 05:30:00 429.488500 
    2016/06/07 05:45:00 429.490500 
    2016/06/07 06:00:00 429.488500 
    2016/06/07 06:15:00 429.486750 
    2016/06/07 06:30:00 429.486500 
    2016/06/07 06:45:00 429.486750 
    2016/06/07 07:00:00 429.486750 
    2016/06/07 07:15:00 429.485750 
    2016/06/07 07:30:00 429.485750 
    2016/06/07 07:45:00 429.482250 
    2016/06/07 08:00:00 429.481250 
    2016/06/07 08:15:00 429.483000 
    2016/06/07 08:30:00 429.481250 
    2016/06/07 08:45:00 429.477750 
    2016/06/07 09:00:00 429.477750 
    2016/06/07 09:15:00 429.480500 
    2016/06/07 09:30:00 429.478750 
    2016/06/07 09:45:00 429.476750 
    2016/06/07 10:00:00 429.476750 
    2016/06/07 10:15:00 429.478500 
    2016/06/07 10:30:00 429.476750 
    2016/06/07 10:45:00 429.480500 
    2016/06/07 11:00:00 429.478500 
    2016/06/07 11:15:00 429.477500 
    2016/06/07 11:30:00 429.475750 
    2016/06/07 11:45:00 429.475500 
    2016/06/07 12:00:00 429.475500 
    2016/06/07 12:15:00 429.475000 
    2016/06/07 12:30:00 429.473500 
    2016/06/07 12:45:00 429.475250 
    2016/06/07 13:00:00 429.476750 
    2016/06/07 13:15:00 429.473250 
    2016/06/07 13:30:00 429.471750 
    2016/06/07 13:45:00 429.475000 
    2016/06/07 14:00:00 429.477000 
    2016/06/07 14:15:00 429.478250 
    2016/06/07 14:30:00 429.480000 
    2016/06/07 14:45:00 429.479750 
    2016/06/07 15:00:00 429.478000 
