----------------------------------------------
PZ-Bank TotHead [m]: 
    2016/06/01 03:00:00 430.531330 
    2016/06/01 03:15:00 430.527830 
    2016/06/01 03:30:00 430.531330 
    2016/06/01 03:45:00 430.529580 
    2016/06/01 04:00:00 430.531000 
    2016/06/01 04:15:00 430.531330 
    2016/06/01 04:30:00 430.529250 
    2016/06/01 04:45:00 430.530750 
    2016/06/01 05:00:00 430.530750 
    2016/06/01 05:15:00 430.529000 
    2016/06/01 05:30:00 430.529000 
    2016/06/01 05:45:00 430.529250 
    2016/06/01 06:00:00 430.525750 
    2016/06/01 06:15:00 430.527250 
    2016/06/01 06:30:00 430.529000 
    2016/06/01 06:45:00 430.527500 
    2016/06/01 07:00:00 430.525500 
    2016/06/01 07:15:00 430.527250 
    2016/06/01 07:30:00 430.520250 
    2016/06/01 07:45:00 430.523750 
    2016/06/01 08:00:00 430.523750 
    2016/06/01 08:15:00 430.520500 
    2016/06/01 08:30:00 430.524000 
    2016/06/01 08:45:00 430.522000 
    2016/06/01 09:00:00 430.522000 
    2016/06/01 09:15:00 430.522000 
    2016/06/01 09:30:00 430.522000 
    2016/06/01 09:45:00 430.524000 
    2016/06/01 10:00:00 430.522000 
    2016/06/01 10:15:00 430.522000 
    2016/06/01 10:30:00 430.522000 
    2016/06/01 10:45:00 430.518750 
    2016/06/01 11:00:00 430.522000 
    2016/06/01 11:15:00 430.520160 
    2016/06/01 11:30:00 430.520500 
    2016/06/01 11:45:00 430.516660 
    2016/06/01 12:00:00 430.516660 
    2016/06/01 12:15:00 430.516660 
    2016/06/01 12:30:00 430.516660 
    2016/06/01 12:45:00 430.516660 
    2016/06/01 13:00:00 430.519910 
    2016/06/01 13:15:00 430.516660 
    2016/06/01 13:30:00 430.517830 
    2016/06/01 13:45:00 430.516660 
    2016/06/01 14:00:00 430.519580 
    2016/06/01 14:15:00 430.524910 
    2016/06/01 14:30:00 430.526660 
    2016/06/01 14:45:00 430.532160 
    2016/06/01 15:00:00 430.536250 
    2016/06/01 15:15:00 430.542080 
    2016/06/01 15:30:00 430.538000 
    2016/06/01 15:45:00 430.539750 
    2016/06/01 16:00:00 430.545580 
    2016/06/01 16:15:00 430.547330 
    2016/06/01 16:30:00 430.552580 
    2016/06/01 16:45:00 430.554330 
    2016/06/01 17:00:00 430.558410 
    2016/06/01 17:15:00 430.561660 
    2016/06/01 17:30:00 430.564250 
    2016/06/01 17:45:00 430.565750 
    2016/06/01 18:00:00 430.566000 
    2016/06/01 18:15:00 430.567750 
    2016/06/01 18:30:00 430.567750 
    2016/06/01 18:45:00 430.571830 
    2016/06/01 19:00:00 430.570080 
    2016/06/01 19:15:00 430.573580 
    2016/06/01 19:30:00 430.573580 
    2016/06/01 19:45:00 430.574160 
    2016/06/01 20:00:00 430.575910 
    2016/06/01 20:15:00 430.575660 
    2016/06/01 20:30:00 430.575660 
    2016/06/01 20:45:00 430.574160 
    2016/06/01 21:00:00 430.573910 
    2016/06/01 21:15:00 430.574250 
    2016/06/01 21:30:00 430.572500 
    2016/06/01 21:45:00 430.572750 
    2016/06/01 22:00:00 430.574250 
    2016/06/01 22:15:00 430.572750 
    2016/06/01 22:30:00 430.574250 
    2016/06/01 22:45:00 430.572750 
    2016/06/01 23:00:00 430.573330 
    2016/06/01 23:15:00 430.571000 
    2016/06/01 23:30:00 430.573080 
    2016/06/01 23:45:00 430.571580 
    2016/06/02 00:00:00 430.571580 
    2016/06/02 00:15:00 430.573330 
    2016/06/02 00:30:00 430.571580 
    2016/06/02 00:45:00 430.571330 
    2016/06/02 01:00:00 430.571580 
    2016/06/02 01:15:00 430.568080 
    2016/06/02 01:30:00 430.569580 
    2016/06/02 01:45:00 430.569580 
    2016/06/02 02:00:00 430.569330 
    2016/06/02 02:15:00 430.567830 
    2016/06/02 02:30:00 430.568080 
    2016/06/02 02:45:00 430.568080 
    2016/06/02 03:00:00 430.566080 
    2016/06/02 03:15:00 430.566330 
    2016/06/02 03:30:00 430.562830 
    2016/06/02 03:45:00 430.566910 
    2016/06/02 04:00:00 430.566910 
    2016/06/02 04:15:00 430.565160 
    2016/06/02 04:30:00 430.566910 
    2016/06/02 04:45:00 430.564910 
    2016/06/02 05:00:00 430.564910 
    2016/06/02 05:15:00 430.565500 
    2016/06/02 05:30:00 430.564000 
    2016/06/02 05:45:00 430.564000 
    2016/06/02 06:00:00 430.565500 
    2016/06/02 06:15:00 430.562000 
    2016/06/02 06:30:00 430.562000 
    2016/06/02 06:45:00 430.560500 
    2016/06/02 07:00:00 430.563750 
    2016/06/02 07:15:00 430.561080 
    2016/06/02 07:30:00 430.561080 
    2016/06/02 07:45:00 430.560830 
    2016/06/02 08:00:00 430.559330 
    2016/06/02 08:15:00 430.559080 
    2016/06/02 08:30:00 430.560830 
    2016/06/02 08:45:00 430.557330 
    2016/06/02 09:00:00 430.555830 
    2016/06/02 09:15:00 430.554080 
    2016/06/02 09:30:00 430.550330 
    2016/06/02 09:45:00 430.550330 
    2016/06/02 10:00:00 430.552080 
    2016/06/02 10:15:00 430.548580 
    2016/06/02 10:30:00 430.546830 
    2016/06/02 10:45:00 430.548830 
    2016/06/02 11:00:00 430.548580 
    2016/06/02 11:15:00 430.545080 
    2016/06/02 11:30:00 430.545080 
    2016/06/02 11:45:00 430.549160 
    2016/06/02 12:00:00 430.545080 
    2016/06/02 12:15:00 430.546830 
    2016/06/02 12:30:00 430.545080 
    2016/06/02 12:45:00 430.544160 
    2016/06/02 13:00:00 430.547410 
    2016/06/02 13:15:00 430.545660 
    2016/06/02 13:30:00 430.545080 
    2016/06/02 13:45:00 430.543330 
    2016/06/02 14:00:00 430.540080 
    2016/06/02 14:15:00 430.543330 
    2016/06/02 14:30:00 430.541580 
    2016/06/02 14:45:00 430.539830 
    2016/06/02 15:00:00 430.541830 
    2016/06/02 15:15:00 430.541830 
    2016/06/02 15:30:00 430.541580 
    2016/06/02 15:45:00 430.541580 
    2016/06/02 16:00:00 430.538080 
    2016/06/02 16:15:00 430.538330 
    2016/06/02 16:30:00 430.540080 
    2016/06/02 16:45:00 430.539830 
    2016/06/02 17:00:00 430.538080 
    2016/06/02 17:15:00 430.540080 
    2016/06/02 17:30:00 430.538330 
    2016/06/02 17:45:00 430.538330 
    2016/06/02 18:00:00 430.539830 
    2016/06/02 18:15:00 430.541580 
    2016/06/02 18:30:00 430.541830 
    2016/06/02 18:45:00 430.543330 
    2016/06/02 19:00:00 430.541580 
    2016/06/02 19:15:00 430.541580 
    2016/06/02 19:30:00 430.539830 
    2016/06/02 19:45:00 430.538080 
    2016/06/02 20:00:00 430.541580 
    2016/06/02 20:15:00 430.543580 
    2016/06/02 20:30:00 430.541580 
    2016/06/02 20:45:00 430.545080 
    2016/06/02 21:00:00 430.543330 
    2016/06/02 21:15:00 430.545080 
    2016/06/02 21:30:00 430.546580 
    2016/06/02 21:45:00 430.545080 
    2016/06/02 22:00:00 430.543330 
    2016/06/02 22:15:00 430.541330 
    2016/06/02 22:30:00 430.543330 
    2016/06/02 22:45:00 430.541580 
    2016/06/02 23:00:00 430.543330 
    2016/06/02 23:15:00 430.539830 
    2016/06/02 23:30:00 430.541580 
    2016/06/02 23:45:00 430.543080 
    2016/06/03 00:00:00 430.541580 
    2016/06/03 00:15:00 430.544830 
    2016/06/03 00:30:00 430.543080 
    2016/06/03 00:45:00 430.543080 
    2016/06/03 01:00:00 430.543330 
    2016/06/03 01:15:00 430.541580 
    2016/06/03 01:30:00 430.543330 
    2016/06/03 01:45:00 430.541580 
    2016/06/03 02:00:00 430.544830 
    2016/06/03 02:15:00 430.541330 
    2016/06/03 02:30:00 430.541580 
    2016/06/03 02:45:00 430.541580 
    2016/06/03 03:00:00 430.541580 
    2016/06/03 03:15:00 430.543330 
    2016/06/03 03:30:00 430.543330 
    2016/06/03 03:45:00 430.543330 
    2016/06/03 04:00:00 430.542750 
    2016/06/03 04:15:00 430.541000 
    2016/06/03 04:30:00 430.539000 
    2016/06/03 04:45:00 430.541000 
    2016/06/03 05:00:00 430.540750 
    2016/06/03 05:15:00 430.539830 
    2016/06/03 05:30:00 430.537250 
    2016/06/03 05:45:00 430.539000 
    2016/06/03 06:00:00 430.537500 
    2016/06/03 06:15:00 430.537500 
    2016/06/03 06:30:00 430.535750 
    2016/06/03 06:45:00 430.532250 
    2016/06/03 07:00:00 430.534000 
    2016/06/03 07:15:00 430.532250 
    2016/06/03 07:30:00 430.530500 
    2016/06/03 07:45:00 430.527000 
    2016/06/03 08:00:00 430.528750 
    2016/06/03 08:15:00 430.525250 
    2016/06/03 08:30:00 430.528750 
    2016/06/03 08:45:00 430.527580 
    2016/06/03 09:00:00 430.525250 
    2016/06/03 09:15:00 430.527000 
    2016/06/03 09:30:00 430.525500 
    2016/06/03 09:45:00 430.527000 
    2016/06/03 10:00:00 430.527250 
    2016/06/03 10:15:00 430.525500 
    2016/06/03 10:30:00 430.528750 
    2016/06/03 10:45:00 430.526410 
    2016/06/03 11:00:00 430.528410 
    2016/06/03 11:15:00 430.526660 
    2016/06/03 11:30:00 430.526660 
    2016/06/03 11:45:00 430.528160 
    2016/06/03 12:00:00 430.526660 
    2016/06/03 12:15:00 430.526660 
    2016/06/03 12:30:00 430.528410 
    2016/06/03 12:45:00 430.528160 
    2016/06/03 13:00:00 430.526660 
    2016/06/03 13:15:00 430.526660 
    2016/06/03 13:30:00 430.526410 
    2016/06/03 13:45:00 430.526660 
    2016/06/03 14:00:00 430.526660 
    2016/06/03 14:15:00 430.529910 
    2016/06/03 14:30:00 430.529910 
    2016/06/03 14:45:00 430.529910 
    2016/06/03 15:00:00 430.526660 
    2016/06/03 15:15:00 430.525830 
    2016/06/03 15:30:00 430.526080 
    2016/06/03 15:45:00 430.527830 
    2016/06/03 16:00:00 430.531330 
    2016/06/03 16:15:00 430.529000 
    2016/06/03 16:30:00 430.529000 
    2016/06/03 16:45:00 430.529000 
    2016/06/03 17:00:00 430.529000 
    2016/06/03 17:15:00 430.529000 
    2016/06/03 17:30:00 430.534000 
    2016/06/03 17:45:00 430.534250 
    2016/06/03 18:00:00 430.539250 
    2016/06/03 18:15:00 430.540330 
    2016/06/03 18:30:00 430.545330 
    2016/06/03 18:45:00 430.549160 
    2016/06/03 19:00:00 430.552660 
    2016/06/03 19:15:00 430.559910 
    2016/06/03 19:30:00 430.563750 
    2016/06/03 19:45:00 430.565750 
    2016/06/03 20:00:00 430.569000 
    2016/06/03 20:15:00 430.569250 
    2016/06/03 20:30:00 430.572500 
    2016/06/03 20:45:00 430.571000 
    2016/06/03 21:00:00 430.572750 
    2016/06/03 21:15:00 430.577750 
    2016/06/03 21:30:00 430.574500 
    2016/06/03 21:45:00 430.572750 
    2016/06/03 22:00:00 430.574000 
    2016/06/03 22:15:00 430.577750 
    2016/06/03 22:30:00 430.579500 
    2016/06/03 22:45:00 430.576250 
    2016/06/03 23:00:00 430.581250 
    2016/06/03 23:15:00 430.579500 
    2016/06/03 23:30:00 430.579500 
    2016/06/03 23:45:00 430.577160 
    2016/06/04 00:00:00 430.577410 
    2016/06/04 00:15:00 430.577410 
    2016/06/04 00:30:00 430.576910 
    2016/06/04 00:45:00 430.577410 
    2016/06/04 01:00:00 430.577160 
    2016/06/04 01:15:00 430.573660 
    2016/06/04 01:30:00 430.573330 
    2016/06/04 01:45:00 430.573080 
    2016/06/04 02:00:00 430.573330 
    2016/06/04 02:15:00 430.575660 
    2016/06/04 02:30:00 430.575410 
    2016/06/04 02:45:00 430.573910 
    2016/06/04 03:00:00 430.575660 
    2016/06/04 03:15:00 430.577160 
    2016/06/04 03:30:00 430.578910 
    2016/06/04 03:45:00 430.576910 
    2016/06/04 04:00:00 430.580660 
    2016/06/04 04:15:00 430.580660 
    2016/06/04 04:30:00 430.580660 
    2016/06/04 04:45:00 430.576830 
    2016/06/04 05:00:00 430.580080 
    2016/06/04 05:15:00 430.578580 
    2016/06/04 05:30:00 430.578330 
    2016/06/04 05:45:00 430.576580 
    2016/06/04 06:00:00 430.582410 
    2016/06/04 06:15:00 430.582410 
    2016/06/04 06:30:00 430.579160 
    2016/06/04 06:45:00 430.580660 
    2016/06/04 07:00:00 430.582410 
    2016/06/04 07:15:00 430.582410 
    2016/06/04 07:30:00 430.585910 
    2016/06/04 07:45:00 430.586160 
    2016/06/04 08:00:00 430.584750 
    2016/06/04 08:15:00 430.586500 
    2016/06/04 08:30:00 430.585000 
    2016/06/04 08:45:00 430.582660 
    2016/06/04 09:00:00 430.580910 
    2016/06/04 09:15:00 430.580660 
    2016/06/04 09:30:00 430.578910 
    2016/06/04 09:45:00 430.582410 
    2016/06/04 10:00:00 430.577410 
    2016/06/04 10:15:00 430.578910 
    2016/06/04 10:30:00 430.578910 
    2016/06/04 10:45:00 430.578910 
    2016/06/04 11:00:00 430.577410 
    2016/06/04 11:15:00 430.577410 
    2016/06/04 11:30:00 430.577410 
    2016/06/04 11:45:00 430.577410 
    2016/06/04 12:00:00 430.560250 
    2016/06/04 12:15:00 430.565500 
    2016/06/04 12:30:00 430.569830 
    2016/06/04 12:45:00 430.571910 
    2016/06/04 13:00:00 430.571910 
    2016/06/04 13:15:00 430.568660 
    2016/06/04 13:30:00 430.571910 
    2016/06/04 13:45:00 430.570410 
    2016/06/04 14:00:00 430.570410 
    2016/06/04 14:15:00 430.572160 
    2016/06/04 14:30:00 430.571910 
    2016/06/04 14:45:00 430.571910 
    2016/06/04 15:00:00 430.568080 
    2016/06/04 15:15:00 430.568660 
    2016/06/04 15:30:00 430.566330 
    2016/06/04 15:45:00 430.569580 
    2016/06/04 16:00:00 430.568080 
    2016/06/04 16:15:00 430.570660 
    2016/06/04 16:30:00 430.568080 
    2016/06/04 16:45:00 430.566330 
    2016/06/04 17:00:00 430.569580 
    2016/06/04 17:15:00 430.569830 
    2016/06/04 17:30:00 430.568080 
    2016/06/04 17:45:00 430.569830 
    2016/06/04 18:00:00 430.567830 
    2016/06/04 18:15:00 430.569580 
    2016/06/04 18:30:00 430.569580 
    2016/06/04 18:45:00 430.571330 
    2016/06/04 19:00:00 430.571580 
    2016/06/04 19:15:00 430.569830 
    2016/06/04 19:30:00 430.568080 
    2016/06/04 19:45:00 430.569580 
    2016/06/04 20:00:00 430.569580 
    2016/06/04 20:15:00 430.571580 
    2016/06/04 20:30:00 430.569580 
    2016/06/04 20:45:00 430.568080 
    2016/06/04 21:00:00 430.571330 
    2016/06/04 21:15:00 430.569830 
    2016/06/04 21:30:00 430.567830 
    2016/06/04 21:45:00 430.569580 
    2016/06/04 22:00:00 430.573080 
    2016/06/04 22:15:00 430.571580 
    2016/06/04 22:30:00 430.569580 
    2016/06/04 22:45:00 430.571330 
    2016/06/04 23:00:00 430.569580 
    2016/06/04 23:15:00 430.573080 
    2016/06/04 23:30:00 430.572500 
    2016/06/04 23:45:00 430.569250 
    2016/06/05 00:00:00 430.571000 
    2016/06/05 00:15:00 430.570750 
    2016/06/05 00:30:00 430.572750 
    2016/06/05 00:45:00 430.571000 
    2016/06/05 01:00:00 430.570750 
    2016/06/05 01:15:00 430.570750 
    2016/06/05 01:30:00 430.568660 
    2016/06/05 01:45:00 430.573910 
    2016/06/05 02:00:00 430.570410 
    2016/06/05 02:15:00 430.572160 
    2016/06/05 02:30:00 430.570410 
    2016/06/05 02:45:00 430.570080 
    2016/06/05 03:00:00 430.570080 
    2016/06/05 03:15:00 430.573330 
    2016/06/05 03:30:00 430.571580 
    2016/06/05 03:45:00 430.573330 
    2016/06/05 04:00:00 430.571580 
    2016/06/05 04:15:00 430.571580 
    2016/06/05 04:30:00 430.571000 
    2016/06/05 04:45:00 430.571000 
    2016/06/05 05:00:00 430.571000 
    2016/06/05 05:15:00 430.571000 
    2016/06/05 05:30:00 430.571580 
    2016/06/05 05:45:00 430.569250 
    2016/06/05 06:00:00 430.569250 
    2016/06/05 06:15:00 430.567500 
    2016/06/05 06:30:00 430.571000 
    2016/06/05 06:45:00 430.569250 
    2016/06/05 07:00:00 430.569250 
    2016/06/05 07:15:00 430.569250 
    2016/06/05 07:30:00 430.564250 
    2016/06/05 07:45:00 430.567500 
    2016/06/05 08:00:00 430.561660 
    2016/06/05 08:15:00 430.561910 
    2016/06/05 08:30:00 430.560160 
    2016/06/05 08:45:00 430.563410 
    2016/06/05 09:00:00 430.560160 
    2016/06/05 09:15:00 430.560160 
    2016/06/05 09:30:00 430.558410 
    2016/06/05 09:45:00 430.559910 
    2016/06/05 10:00:00 430.556080 
    2016/06/05 10:15:00 430.554580 
    2016/06/05 10:30:00 430.556330 
    2016/06/05 10:45:00 430.556080 
    2016/06/05 11:00:00 430.554000 
    2016/06/05 11:15:00 430.553750 
    2016/06/05 11:30:00 430.550500 
    2016/06/05 11:45:00 430.557250 
    2016/06/05 12:00:00 430.564000 
    2016/06/05 12:15:00 430.566250 
    2016/06/05 12:30:00 430.566000 
    2016/06/05 12:45:00 430.564250 
    2016/06/05 13:00:00 430.559250 
    2016/06/05 13:15:00 430.559250 
    2016/06/05 13:30:00 430.561250 
    2016/06/05 13:45:00 430.559750 
    2016/06/05 14:00:00 430.561500 
    2016/06/05 14:15:00 430.559160 
    2016/06/05 14:30:00 430.562660 
    2016/06/05 14:45:00 430.560910 
    2016/06/05 15:00:00 430.562660 
    2016/06/05 15:15:00 430.564410 
    2016/06/05 15:30:00 430.567660 
    2016/06/05 15:45:00 430.568500 
    2016/06/05 16:00:00 430.571750 
    2016/06/05 16:15:00 430.571750 
    2016/06/05 16:30:00 430.569750 
    2016/06/05 16:45:00 430.568000 
    2016/06/05 17:00:00 430.566000 
    2016/06/05 17:15:00 430.563910 
    2016/06/05 17:30:00 430.569500 
    2016/06/05 17:45:00 430.567750 
    2016/06/05 18:00:00 430.566250 
    2016/06/05 18:15:00 430.568080 
    2016/06/05 18:30:00 430.573580 
    2016/06/05 18:45:00 430.571830 
    2016/06/05 19:00:00 430.573580 
    2016/06/05 19:15:00 430.577660 
    2016/06/05 19:30:00 430.573580 
    2016/06/05 19:45:00 430.578830 
    2016/06/05 20:00:00 430.577330 
    2016/06/05 20:15:00 430.575330 
    2016/06/05 20:30:00 430.578580 
    2016/06/05 20:45:00 430.575080 
    2016/06/05 21:00:00 430.573580 
    2016/06/05 21:15:00 430.573830 
    2016/06/05 21:30:00 430.575330 
    2016/06/05 21:45:00 430.573330 
    2016/06/05 22:00:00 430.575330 
    2016/06/05 22:15:00 430.573330 
    2016/06/05 22:30:00 430.571830 
    2016/06/05 22:45:00 430.575080 
    2016/06/05 23:00:00 430.575080 
    2016/06/05 23:15:00 430.575080 
    2016/06/05 23:30:00 430.571250 
    2016/06/05 23:45:00 430.573000 
    2016/06/06 00:00:00 430.573000 
    2016/06/06 00:15:00 430.572750 
    2016/06/06 00:30:00 430.572750 
    2016/06/06 00:45:00 430.572750 
    2016/06/06 01:00:00 430.572750 
    2016/06/06 01:15:00 430.572750 
    2016/06/06 01:30:00 430.574500 
    2016/06/06 01:45:00 430.571000 
    2016/06/06 02:00:00 430.569500 
    2016/06/06 02:15:00 430.569500 
    2016/06/06 02:30:00 430.570750 
    2016/06/06 02:45:00 430.569250 
    2016/06/06 03:00:00 430.571000 
    2016/06/06 03:15:00 430.569000 
    2016/06/06 03:30:00 430.569000 
    2016/06/06 03:45:00 430.567500 
    2016/06/06 04:00:00 430.570750 
    2016/06/06 04:15:00 430.569500 
    2016/06/06 04:30:00 430.569500 
    2016/06/06 04:45:00 430.570750 
    2016/06/06 05:00:00 430.569250 
    2016/06/06 05:15:00 430.567500 
    2016/06/06 05:30:00 430.569250 
    2016/06/06 05:45:00 430.566000 
    2016/06/06 06:00:00 430.567250 
    2016/06/06 06:15:00 430.569250 
    2016/06/06 06:30:00 430.571000 
    2016/06/06 06:45:00 430.569500 
    2016/06/06 07:00:00 430.568330 
    2016/06/06 07:15:00 430.573330 
    2016/06/06 07:30:00 430.568080 
    2016/06/06 07:45:00 430.569830 
    2016/06/06 08:00:00 430.568330 
    2016/06/06 08:15:00 430.570410 
    2016/06/06 08:30:00 430.570410 
    2016/06/06 08:45:00 430.572160 
    2016/06/06 09:00:00 430.574750 
    2016/06/06 09:15:00 430.561910 
    2016/06/06 09:30:00 430.567160 
    2016/06/06 09:45:00 430.569500 
    2016/06/06 10:00:00 430.567750 
    2016/06/06 10:15:00 430.567500 
    2016/06/06 10:30:00 430.564250 
    2016/06/06 10:45:00 430.562250 
    2016/06/06 11:00:00 430.560750 
    2016/06/06 11:15:00 430.560750 
    2016/06/06 11:30:00 430.559000 
    2016/06/06 11:45:00 430.557500 
    2016/06/06 12:00:00 430.554000 
    2016/06/06 12:15:00 430.555250 
    2016/06/06 12:30:00 430.555750 
    2016/06/06 12:45:00 430.553750 
    2016/06/06 13:00:00 430.550250 
    2016/06/06 13:15:00 430.550500 
    2016/06/06 13:30:00 430.553750 
    2016/06/06 13:45:00 430.551750 
    2016/06/06 14:00:00 430.553500 
    2016/06/06 14:15:00 430.555250 
    2016/06/06 14:30:00 430.552000 
    2016/06/06 14:45:00 430.551750 
    2016/06/06 15:00:00 430.550000 
    2016/06/06 15:15:00 430.552580 
    2016/06/06 15:30:00 430.549080 
    2016/06/06 15:45:00 430.550830 
    2016/06/06 16:00:00 430.552580 
    2016/06/06 16:15:00 430.554080 
    2016/06/06 16:30:00 430.549080 
    2016/06/06 16:45:00 430.552330 
    2016/06/06 17:00:00 430.554080 
    2016/06/06 17:15:00 430.553830 
    2016/06/06 17:30:00 430.554410 
    2016/06/06 17:45:00 430.556160 
    2016/06/06 18:00:00 430.552910 
    2016/06/06 18:15:00 430.551160 
    2016/06/06 18:30:00 430.552910 
    2016/06/06 18:45:00 430.551160 
    2016/06/06 19:00:00 430.556750 
    2016/06/06 19:15:00 430.555250 
    2016/06/06 19:30:00 430.555000 
    2016/06/06 19:45:00 430.555250 
    2016/06/06 20:00:00 430.551750 
    2016/06/06 20:15:00 430.555000 
    2016/06/06 20:30:00 430.553500 
    2016/06/06 20:45:00 430.554750 
    2016/06/06 21:00:00 430.554750 
    2016/06/06 21:15:00 430.551750 
    2016/06/06 21:30:00 430.555000 
    2016/06/06 21:45:00 430.555580 
    2016/06/06 22:00:00 430.552330 
    2016/06/06 22:15:00 430.555580 
    2016/06/06 22:30:00 430.553580 
    2016/06/06 22:45:00 430.555330 
    2016/06/06 23:00:00 430.552330 
    2016/06/06 23:15:00 430.554080 
    2016/06/06 23:30:00 430.552330 
    2016/06/06 23:45:00 430.555580 
    2016/06/07 00:00:00 430.554080 
    2016/06/07 00:15:00 430.553830 
    2016/06/07 00:30:00 430.553830 
    2016/06/07 00:45:00 430.554080 
    2016/06/07 01:00:00 430.555330 
    2016/06/07 01:15:00 430.553830 
    2016/06/07 01:30:00 430.554080 
    2016/06/07 01:45:00 430.552080 
    2016/06/07 02:00:00 430.555580 
    2016/06/07 02:15:00 430.553830 
    2016/06/07 02:30:00 430.550330 
    2016/06/07 02:45:00 430.548580 
    2016/06/07 03:00:00 430.552080 
    2016/06/07 03:15:00 430.553580 
    2016/06/07 03:30:00 430.548830 
    2016/06/07 03:45:00 430.552660 
    2016/06/07 04:00:00 430.552660 
    2016/06/07 04:15:00 430.552410 
    2016/06/07 04:30:00 430.552660 
    2016/06/07 04:45:00 430.552410 
    2016/06/07 05:00:00 430.549410 
    2016/06/07 05:15:00 430.552660 
    2016/06/07 05:30:00 430.550910 
    2016/06/07 05:45:00 430.551500 
    2016/06/07 06:00:00 430.551250 
    2016/06/07 06:15:00 430.551250 
    2016/06/07 06:30:00 430.548000 
    2016/06/07 06:45:00 430.544500 
    2016/06/07 07:00:00 430.546250 
    2016/06/07 07:15:00 430.541000 
    2016/06/07 07:30:00 430.542750 
    2016/06/07 07:45:00 430.541000 
    2016/06/07 08:00:00 430.541000 
    2016/06/07 08:15:00 430.542750 
    2016/06/07 08:30:00 430.539250 
    2016/06/07 08:45:00 430.539250 
    2016/06/07 09:00:00 430.537500 
    2016/06/07 09:15:00 430.539250 
    2016/06/07 09:30:00 430.537500 
    2016/06/07 09:45:00 430.535750 
    2016/06/07 10:00:00 430.537500 
    2016/06/07 10:15:00 430.535750 
    2016/06/07 10:30:00 430.535750 
    2016/06/07 10:45:00 430.537160 
    2016/06/07 11:00:00 430.537160 
    2016/06/07 11:15:00 430.535410 
    2016/06/07 11:30:00 430.535410 
    2016/06/07 11:45:00 430.533660 
    2016/06/07 12:00:00 430.533080 
    2016/06/07 12:15:00 430.534580 
    2016/06/07 12:30:00 430.533080 
    2016/06/07 12:45:00 430.533080 
    2016/06/07 13:00:00 430.534830 
    2016/06/07 13:15:00 430.533080 
    2016/06/07 13:30:00 430.531580 
    2016/06/07 13:45:00 430.530750 
    2016/06/07 14:00:00 430.534750 
    2016/06/07 14:15:00 430.536250 
    2016/06/07 14:30:00 430.538000 
    2016/06/07 14:45:00 430.538000 
    2016/06/07 15:00:00 430.538000 
    2016/06/07 15:15:00 430.535660 
    2016/06/07 15:30:00 430.535660 
    2016/06/07 15:45:00 430.539160 
    2016/06/07 16:00:00 430.539410 
    2016/06/07 16:15:00 430.540910 
    2016/06/07 16:30:00 430.539410 
    2016/06/07 16:45:00 430.537410 
    2016/06/07 17:00:00 430.537410 
